snapshot_date,season,game_date,away_team,home_team,away_current_score,home_current_score,away_projected_points,home_projected_points,away_win_prob,home_win_prob,projected_spread_home,projected_total,source_file,source_url
2026-08-17,2026,2026-09-03,West Georgia,Kennesaw,0.0,0.0,17.0,31.0,0.17,0.83,-14.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Colorado,Georgia Tech,0.0,0.0,24.0,31.0,0.29,0.71,-7.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,E Illinois,Minnesota,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,48.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Idaho,Utah,0.0,0.0,7.0,45.0,0.01,0.99,-37.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,UAB,Illinois,0.0,0.0,14.0,42.0,0.04,0.96,-28.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-04,LIU Post,Kansas,0.0,0.0,3.0,47.0,0.0,1.0,-43.5,49.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-04,UTEP,Oklahoma,0.0,0.0,7.0,44.0,0.0,1.0,-37.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-04,Miami FL,Stanford,0.0,0.0,35.0,14.0,0.91,0.09,-20.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,East Carolina,Alabama,0.0,0.0,14.0,37.0,0.07,0.93,-22.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Bryant,Army,0.0,0.0,6.0,45.0,0.0,1.0,-38.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Lafayette,Connecticut,0.0,0.0,14.0,40.0,0.07,0.93,-25.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Oregon St,Houston,0.0,0.0,17.0,31.0,0.19,0.81,-13.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,North Texas,Indiana,0.0,0.0,14.0,42.0,0.05,0.95,-28.5,59.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Ohio,Nebraska,0.0,0.0,16.0,31.0,0.14,0.86,-15.5,48.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Miami OH,Pittsburgh,0.0,0.0,17.0,35.0,0.11,0.89,-17.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,New Hampshire,Syracuse,0.0,0.0,7.0,34.0,0.05,0.95,-26.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Coastal Car,West Virginia,0.0,0.0,17.0,35.0,0.14,0.86,-17.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Tarleton St,Bowling Green,0.0,0.0,24.0,27.0,0.41,0.59,-3.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Liberty,James Madison,0.0,0.0,14.0,35.0,0.1,0.9,-20.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Ball St,Ohio St,0.0,0.0,0.0,45.0,0.0,1.0,-45.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Kent,South Carolina,0.0,0.0,7.0,42.0,0.01,0.99,-34.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,SE Missouri St,Iowa St,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Youngstown St,Kentucky,0.0,0.0,14.0,42.0,0.05,0.95,-28.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Duquesne,Air Force,0.0,0.0,7.0,41.0,0.02,0.98,-34.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Rhode Island,Temple,0.0,0.0,17.0,34.0,0.14,0.86,-17.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Tennessee St,Georgia,0.0,0.0,0.0,52.0,0.0,1.0,-52.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Baylor,Auburn,0.0,0.0,24.0,28.0,0.38,0.62,-4.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Citadel,Charlotte,0.0,0.0,14.0,34.0,0.1,0.9,-20.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Boston College,Cincinnati,0.0,0.0,24.0,31.0,0.29,0.71,-7.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Tulane,Duke,0.0,0.0,24.0,29.0,0.37,0.63,-5.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Towson,Navy,0.0,0.0,7.0,41.0,0.01,0.99,-34.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Boise St,Oregon,0.0,0.0,13.0,38.0,0.06,0.94,-24.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Marshall,Penn St,0.0,0.0,10.0,41.0,0.03,0.97,-30.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Furman,Tennessee,0.0,0.0,3.0,48.0,0.0,1.0,-45.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Texas St,Texas,0.0,0.0,14.0,42.0,0.05,0.95,-27.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,UTRGV,UT San Antonio,0.0,0.0,13.0,43.0,0.06,0.94,-30.5,57.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Fordham,N Dakota St,0.0,0.0,6.0,47.0,0.0,1.0,-41.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Maine,Appalachian St,0.0,0.0,14.0,38.0,0.08,0.92,-23.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Oklahoma St,Tulsa,0.0,0.0,31.0,24.0,0.67,0.33,-6.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Washington St,Washington,0.0,0.0,17.0,33.0,0.14,0.86,-16.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,North Alabama,Arkansas,0.0,0.0,10.0,49.0,0.01,0.99,-39.5,57.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,N Illinois,Iowa,0.0,0.0,7.0,41.0,0.0,1.0,-33.5,44.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Alcorn St,Southern Miss,0.0,0.0,7.0,42.0,0.01,0.99,-34.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Wyoming,Colorado St,0.0,0.0,23.0,21.0,0.53,0.47,-2.5,46.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Norfolk St,Old Dominion,0.0,0.0,3.0,48.0,0.0,1.0,-45.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,San Jose St,E Michigan,0.0,0.0,30.0,27.0,0.58,0.42,-3.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Nicholls St,Kansas St,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Arkansas St,Memphis,0.0,0.0,21.0,38.0,0.15,0.85,-17.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Indiana St,Purdue,0.0,0.0,7.0,42.0,0.01,0.99,-34.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Houston Chr,Rice,0.0,0.0,10.0,42.0,0.02,0.98,-31.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Florida Intl,South Florida,0.0,0.0,20.0,42.0,0.11,0.89,-22.5,57.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Missouri St,Texas A&M,0.0,0.0,7.0,41.0,0.01,0.99,-34.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Abilene Chr,Texas Tech,0.0,0.0,7.0,45.0,0.01,0.99,-38.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Idaho St,Utah St,0.0,0.0,20.0,41.0,0.13,0.87,-20.5,59.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Austin Peay,Vanderbilt,0.0,0.0,10.0,45.0,0.03,0.97,-34.5,57.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Charleston So,Ga Southern,0.0,0.0,10.0,38.0,0.03,0.97,-28.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,E Kentucky,Jacksonville St,0.0,0.0,17.0,34.0,0.14,0.86,-16.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,NC A&T,Georgia St,0.0,0.0,10.0,44.0,0.02,0.98,-33.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,SE Louisiana,South Alabama,0.0,0.0,20.0,35.0,0.16,0.84,-15.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Merrimack,Delaware,0.0,0.0,13.0,38.0,0.05,0.95,-25.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Murray St,MTSU,0.0,0.0,17.0,38.0,0.11,0.89,-20.5,55.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Sam Houston St,Troy,0.0,0.0,17.0,33.0,0.14,0.86,-16.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Louisville,Mississippi,0.0,0.0,24.0,31.0,0.31,0.69,-7.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Clemson,LSU,0.0,0.0,24.0,27.0,0.41,0.59,-3.5,50.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,W Michigan,Michigan,0.0,0.0,7.0,36.0,0.01,0.99,-29.5,47.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,ULM,Mississippi St,0.0,0.0,10.0,38.0,0.03,0.97,-28.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,VMI,Virginia Tech,0.0,0.0,3.0,49.0,0.0,1.0,-45.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Northwestern LA,Louisiana Tech,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,FL Atlantic,Florida,0.0,0.0,13.0,38.0,0.06,0.94,-25.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Utah Tech,BYU,0.0,0.0,3.0,47.0,0.0,1.0,-44.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Toledo,Michigan St,0.0,0.0,21.0,28.0,0.3,0.7,-7.5,49.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Ark Pine Bluff,Missouri,0.0,0.0,0.0,55.0,0.0,1.0,-55.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,S Dakota St,Northwestern,0.0,0.0,17.0,31.0,0.15,0.85,-14.5,48.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Lamar,Louisiana,0.0,0.0,14.0,38.0,0.06,0.94,-24.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Hampton,Maryland,0.0,0.0,3.0,50.0,0.0,1.0,-47.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Morgan St,Arizona St,0.0,0.0,0.0,48.0,0.0,1.0,-48.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Fresno St,USC,0.0,0.0,14.0,37.0,0.08,0.92,-23.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Mercyhurst,New Mexico St,0.0,0.0,10.0,42.0,0.02,0.98,-31.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Northern Arizona,Arizona,0.0,0.0,7.0,41.0,0.02,0.98,-34.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Portland St,San Diego St,0.0,0.0,7.0,41.0,0.02,0.98,-34.5,53.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,MS Valley St,CS Sacramento,0.0,0.0,7.0,48.0,0.01,0.99,-41.5,56.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,UNLV,Hawaii,0.0,0.0,31.0,27.0,0.6,0.4,-3.5,58.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,C Michigan,New Mexico,0.0,0.0,21.0,28.0,0.28,0.72,-7.5,52.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,UCLA,California,0.0,0.0,27.0,28.0,0.5,0.5,-0.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,WKU,Nevada,0.0,0.0,28.0,24.0,0.6,0.4,-3.5,51.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-06,Notre Dame,Wisconsin,0.0,0.0,34.0,13.0,0.92,0.08,-20.5,47.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-07,SMU,Florida St,0.0,0.0,28.0,26.0,0.53,0.47,-2.5,54.5,massey_games_20260906.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Massachusetts,Rutgers,0.0,0.0,7.0,42.0,0.01,0.99,-35.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Bethune-Cookman,UCF,0.0,0.0,3.0,48.0,0.0,1.0,-44.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Akron,Wake Forest,0.0,0.0,10.0,37.0,0.04,0.96,-26.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,SUNY Albany,Buffalo,0.0,0.0,13.0,38.0,0.05,0.95,-24.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,West Georgia,Kennesaw,0.0,0.0,17.0,31.0,0.17,0.83,-14.5,52.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Colorado,Georgia Tech,0.0,0.0,24.0,31.0,0.29,0.71,-7.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,E Illinois,Minnesota,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,48.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,Idaho,Utah,0.0,0.0,7.0,45.0,0.01,0.99,-37.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-03,UAB,Illinois,0.0,0.0,14.0,42.0,0.04,0.96,-28.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-04,LIU Post,Kansas,0.0,0.0,3.0,47.0,0.0,1.0,-43.5,49.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-04,UTEP,Oklahoma,0.0,0.0,7.0,44.0,0.0,1.0,-37.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-04,Miami FL,Stanford,0.0,0.0,35.0,14.0,0.91,0.09,-20.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,East Carolina,Alabama,0.0,0.0,14.0,37.0,0.07,0.93,-22.5,52.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Bryant,Army,0.0,0.0,6.0,45.0,0.0,1.0,-38.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Lafayette,Connecticut,0.0,0.0,14.0,40.0,0.07,0.93,-25.5,56.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Oregon St,Houston,0.0,0.0,17.0,31.0,0.19,0.81,-13.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,North Texas,Indiana,0.0,0.0,14.0,42.0,0.05,0.95,-28.5,59.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Ohio,Nebraska,0.0,0.0,16.0,31.0,0.14,0.86,-15.5,48.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Miami OH,Pittsburgh,0.0,0.0,17.0,35.0,0.11,0.89,-17.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,New Hampshire,Syracuse,0.0,0.0,7.0,34.0,0.05,0.95,-26.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Coastal Car,West Virginia,0.0,0.0,17.0,35.0,0.14,0.86,-17.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Tarleton St,Bowling Green,0.0,0.0,24.0,27.0,0.41,0.59,-3.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Liberty,James Madison,0.0,0.0,14.0,35.0,0.1,0.9,-20.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Ball St,Ohio St,0.0,0.0,0.0,45.0,0.0,1.0,-45.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Kent,South Carolina,0.0,0.0,7.0,42.0,0.01,0.99,-34.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,SE Missouri St,Iowa St,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Youngstown St,Kentucky,0.0,0.0,14.0,42.0,0.05,0.95,-28.5,56.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Duquesne,Air Force,0.0,0.0,7.0,41.0,0.02,0.98,-34.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Rhode Island,Temple,0.0,0.0,17.0,34.0,0.14,0.86,-17.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Tennessee St,Georgia,0.0,0.0,0.0,52.0,0.0,1.0,-52.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Baylor,Auburn,0.0,0.0,24.0,28.0,0.38,0.62,-4.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Citadel,Charlotte,0.0,0.0,14.0,34.0,0.1,0.9,-20.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Boston College,Cincinnati,0.0,0.0,24.0,31.0,0.29,0.71,-7.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Tulane,Duke,0.0,0.0,24.0,29.0,0.37,0.63,-5.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Towson,Navy,0.0,0.0,7.0,41.0,0.01,0.99,-34.5,52.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Boise St,Oregon,0.0,0.0,13.0,38.0,0.06,0.94,-24.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Marshall,Penn St,0.0,0.0,10.0,41.0,0.03,0.97,-30.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Furman,Tennessee,0.0,0.0,3.0,48.0,0.0,1.0,-45.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Texas St,Texas,0.0,0.0,14.0,42.0,0.05,0.95,-27.5,56.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,UTRGV,UT San Antonio,0.0,0.0,13.0,43.0,0.06,0.94,-30.5,57.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Fordham,N Dakota St,0.0,0.0,6.0,47.0,0.0,1.0,-41.5,52.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Maine,Appalachian St,0.0,0.0,14.0,38.0,0.08,0.92,-23.5,52.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Oklahoma St,Tulsa,0.0,0.0,31.0,24.0,0.67,0.33,-6.5,54.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Washington St,Washington,0.0,0.0,17.0,33.0,0.14,0.86,-16.5,50.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,North Alabama,Arkansas,0.0,0.0,10.0,49.0,0.01,0.99,-39.5,57.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,N Illinois,Iowa,0.0,0.0,7.0,41.0,0.0,1.0,-33.5,44.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Alcorn St,Southern Miss,0.0,0.0,7.0,42.0,0.01,0.99,-34.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Wyoming,Colorado St,0.0,0.0,23.0,21.0,0.53,0.47,-2.5,46.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Norfolk St,Old Dominion,0.0,0.0,3.0,48.0,0.0,1.0,-45.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,San Jose St,E Michigan,0.0,0.0,30.0,27.0,0.58,0.42,-3.5,56.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Nicholls St,Kansas St,0.0,0.0,3.0,45.0,0.0,1.0,-41.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Arkansas St,Memphis,0.0,0.0,21.0,38.0,0.15,0.85,-17.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Indiana St,Purdue,0.0,0.0,7.0,42.0,0.01,0.99,-34.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Houston Chr,Rice,0.0,0.0,10.0,42.0,0.02,0.98,-31.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Florida Intl,South Florida,0.0,0.0,20.0,42.0,0.11,0.89,-22.5,57.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Missouri St,Texas A&M,0.0,0.0,7.0,41.0,0.01,0.99,-34.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Abilene Chr,Texas Tech,0.0,0.0,7.0,45.0,0.01,0.99,-38.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Idaho St,Utah St,0.0,0.0,20.0,41.0,0.13,0.87,-20.5,59.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Austin Peay,Vanderbilt,0.0,0.0,10.0,45.0,0.03,0.97,-34.5,57.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,Charleston So,Ga Southern,0.0,0.0,10.0,38.0,0.03,0.97,-28.5,51.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,E Kentucky,Jacksonville St,0.0,0.0,17.0,34.0,0.14,0.86,-16.5,52.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,NC A&T,Georgia St,0.0,0.0,10.0,44.0,0.02,0.98,-33.5,55.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
2026-08-17,2026,2026-09-05,SE Louisiana,South Alabama,0.0,0.0,20.0,35.0,0.16,0.84,-15.5,53.5,massey_games_20260907.txt,https://masseyratings.com/cf/fbs/games
