season,week,date,game_id,team,opponent,side,role,spread,spread_bucket,ats_margin,ats_result,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_gap,off_vs_def_gap,def_vs_off_gap,team_overall_pct,opp_overall_pct,team_offense_pct,opp_offense_pct,team_defense_pct,opp_defense_pct,case,threshold,game_id_key,market_opening_home_spread,market_closing_home_spread,market_season,market_week,market_home_team,market_home_key,market_away_team,market_away_key,team_key,opponent_key,team_is_home_market,team_is_away_market,market_team_identity_valid,team_opening_spread,team_closing_spread,team_clv,market_joined
2025,3,2025-09-13T16:00:00.000Z,401761608,Troy,Memphis,home,Underdog,4.5,underdog_1_to_7,-16.5,L,66.0,64.0,68.0,39.0,45.0,33.0,27.0,31.0,23.0,0.8645038167938931,0.1354961832061068,0.700381679389313,0.2900763358778626,0.8606870229007634,0.116412213740458,overall_high_low,top33_bottom33,401761608,,4.5,2025,3,Troy,troy,Memphis,memphis,troy,memphis,True,False,True,,4.5,,False
2023,1,2023-08-26T23:00:00.000Z,401532392,Ohio,San Diego State,away,Underdog,2.9,underdog_1_to_7,-4.1,L,52.0,78.0,26.0,56.0,71.0,40.0,-4.0,38.0,-45.0,0.1275167785234899,0.2432885906040268,0.8389261744966443,0.6057046979865772,0.0050335570469798,0.0620805369127516,offense_high_vs_def_low,top33_bottom33,401532392,,-2.0,2023,1,San Diego State,san diego state,Ohio,ohio,ohio,san diego state,False,True,True,,2.0,,False
2023,1,2023-08-26T23:30:00.000Z,401520147,Vanderbilt,Hawai'i,home,Favorite,-17.625,favorite_15_to_21,-10.625,L,65.0,73.0,56.0,47.0,45.0,49.0,18.0,24.0,11.0,0.5469798657718121,0.0620805369127516,0.6963087248322147,0.0889261744966442,0.3506711409395973,0.1912751677852349,offense_high_vs_def_low,top33_bottom33,401520147,,-17.0,2023,1,Vanderbilt,vanderbilt,Hawai'i,hawai i,vanderbilt,hawai i,True,False,True,,-17.0,,False
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,home,Favorite,-6.3,favorite_1_to_7,6.7,W,76.0,83.0,69.0,54.0,55.0,53.0,22.0,30.0,14.0,0.8959731543624161,0.1845637583892617,0.9563758389261744,0.1996644295302013,0.674496644295302,0.285234899328859,offense_high_vs_def_low,top33_bottom33,401520176,,-5.5,2023,1,Utah,utah,Florida,florida,utah,florida,True,False,True,,-5.5,,False
2023,1,2023-09-02T16:00:00.000Z,401520162,Michigan,East Carolina,home,Favorite,-35.4,favorite_22plus,-8.399999999999999,L,81.0,84.0,78.0,34.0,30.0,39.0,47.0,45.0,48.0,0.964765100671141,0.0050335570469798,0.9681208053691276,0.0050335570469798,0.8993288590604027,0.0520134228187919,offense_high_vs_def_low,top33_bottom33,401520162,,-36.0,2023,1,Michigan,michigan,East Carolina,east carolina,michigan,east carolina,True,False,True,,-36.0,,False
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,home,Favorite,-9.875,favorite_8_to_14,-6.875,L,77.0,79.0,76.0,63.0,78.0,48.0,14.0,31.0,-2.0,0.9161073825503356,0.4161073825503356,0.8758389261744967,0.8389261744966443,0.8422818791946308,0.1442953020134228,offense_high_vs_def_low,top33_bottom33,401531387,,-9.5,2023,1,Temple,temple,Akron,akron,temple,akron,True,False,True,,-9.5,,False
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,home,Favorite,-27.0,favorite_22plus,-6.0,L,72.0,75.0,68.0,53.0,57.0,49.0,19.0,26.0,11.0,0.8036912751677853,0.1677852348993288,0.7533557046979866,0.25,0.6442953020134228,0.1912751677852349,offense_high_vs_def_low,top33_bottom33,401520180,,-29.0,2023,1,Wisconsin,wisconsin,Buffalo,buffalo,wisconsin,buffalo,True,False,True,,-29.0,,False
2023,1,2023-09-02T22:30:00.000Z,401523996,USC,Nevada,home,Favorite,-37.875,favorite_22plus,14.125,W,76.0,75.0,78.0,53.0,53.0,54.0,23.0,21.0,25.0,0.8959731543624161,0.1677852348993288,0.7533557046979866,0.1761744966442953,0.8993288590604027,0.3070469798657718,offense_high_vs_def_low,top33_bottom33,401523996,,-37.5,2023,1,USC,usc,Nevada,nevada,usc,nevada,True,False,True,,-37.5,,False
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,home,Underdog,1.5,underdog_1_to_7,4.5,W,60.0,77.0,43.0,52.0,56.0,48.0,8.0,29.0,-13.0,0.3406040268456375,0.1275167785234899,0.7953020134228188,0.2197986577181208,0.098993288590604,0.1442953020134228,offense_high_vs_def_low,top33_bottom33,401525819,,2.5,2023,1,Houston,houston,UTSA,utsa,houston,utsa,True,False,True,,2.5,,False
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,home,Favorite,-37.875,favorite_22plus,4.125,W,80.0,82.0,77.0,64.0,78.0,49.0,16.0,33.0,-1.0,0.9496644295302014,0.4832214765100671,0.9328859060402684,0.8389261744966443,0.8674496644295302,0.1912751677852349,offense_high_vs_def_low,top33_bottom33,401520173,,-37.5,2023,1,Texas A&M,texas a m,New Mexico,new mexico,texas a m,new mexico,True,False,True,,-37.5,,False
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,home,Underdog,13.6,underdog_8_to_14,15.6,W,83.0,82.0,84.0,64.0,75.0,52.0,19.0,30.0,9.0,0.9748322147651006,0.4832214765100671,0.9328859060402684,0.7533557046979866,0.9781879194630873,0.2684563758389262,offense_high_vs_def_low,top33_bottom33,401525825,,13.0,2023,1,Wyoming,wyoming,Texas Tech,texas tech,wyoming,texas tech,True,False,True,,13.0,,False
2023,1,2023-09-03T00:00:00.000Z,401525467,Virginia Tech,Old Dominion,home,Favorite,-15.75,favorite_15_to_21,3.25,W,69.0,73.0,65.0,57.0,69.0,46.0,12.0,27.0,-4.0,0.6879194630872483,0.2835570469798658,0.6963087248322147,0.5687919463087249,0.5453020134228188,0.110738255033557,offense_high_vs_def_low,top33_bottom33,401525467,,-16.0,2023,1,Virginia Tech,virginia tech,Old Dominion,old dominion,virginia tech,old dominion,True,False,True,,-16.0,,False
2023,2,2023-09-09T16:00:00.000Z,401523999,Utah,Baylor,away,Favorite,-7.0,favorite_1_to_7,0.0,P,76.0,83.0,69.0,55.0,60.0,51.0,21.0,32.0,9.0,0.8959731543624161,0.2063758389261745,0.9563758389261744,0.3120805369127516,0.674496644295302,0.2483221476510067,offense_high_vs_def_low,top33_bottom33,401523999,,7.0,2023,2,Baylor,baylor,Utah,utah,utah,baylor,False,True,True,,-7.0,,False
2023,2,2023-09-09T19:30:00.000Z,401525497,Syracuse,Western Michigan,home,Favorite,-24.666666666666668,favorite_22plus,16.333333333333332,W,73.0,73.0,72.0,49.0,67.0,31.0,24.0,42.0,5.0,0.8389261744966443,0.0738255033557047,0.6963087248322147,0.5134228187919463,0.7449664429530202,0.0134228187919463,offense_high_vs_def_low,top33_bottom33,401525497,,-24.5,2023,2,Syracuse,syracuse,Western Michigan,western michigan,syracuse,western michigan,True,False,True,,-24.5,,False
2023,2,2023-09-09T21:00:00.000Z,401524004,Washington,Tulsa,home,Favorite,-33.666666666666664,favorite_22plus,-0.6666666666666643,L,73.0,74.0,73.0,40.0,41.0,38.0,33.0,36.0,32.0,0.8389261744966443,0.035234899328859,0.7348993288590604,0.0553691275167785,0.7751677852348994,0.0385906040268456,offense_high_vs_def_low,top33_bottom33,401524004,,-34.0,2023,2,Washington,washington,Tulsa,tulsa,washington,tulsa,True,False,True,,-34.0,,False
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,away,Underdog,9.333333333333334,underdog_8_to_14,-6.666666666666666,L,64.0,77.0,51.0,55.0,63.0,47.0,9.0,30.0,-12.0,0.4832214765100671,0.2063758389261745,0.7953020134228188,0.4043624161073825,0.2483221476510067,0.1208053691275167,offense_high_vs_def_low,top33_bottom33,401520198,,-9.0,2023,2,Liberty,liberty,New Mexico State,new mexico state,new mexico state,liberty,False,True,True,,9.0,,False
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,away,Favorite,-6.0,favorite_1_to_7,-13.0,L,66.0,78.0,54.0,57.0,69.0,46.0,9.0,32.0,-15.0,0.5889261744966443,0.2835570469798658,0.8389261744966443,0.5687919463087249,0.3070469798657718,0.110738255033557,offense_high_vs_def_low,top33_bottom33,401531842,,6.0,2023,2,Old Dominion,old dominion,Louisiana,louisiana,louisiana,old dominion,False,True,True,,-6.0,,False
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,away,Underdog,7.166666666666667,underdog_1_to_7,17.166666666666668,W,74.0,85.0,63.0,40.0,43.0,38.0,34.0,47.0,20.0,0.8708053691275168,0.035234899328859,0.981543624161074,0.0755033557046979,0.4731543624161073,0.0385906040268456,offense_high_vs_def_low,top33_bottom33,401520183,,-7.0,2023,2,Alabama,alabama,Texas,texas,texas,alabama,False,True,True,,7.0,,False
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,away,Favorite,-5.333333333333333,favorite_1_to_7,-14.333333333333332,L,72.0,75.0,68.0,62.0,73.0,50.0,10.0,25.0,-5.0,0.8036912751677853,0.3724832214765101,0.7533557046979866,0.6963087248322147,0.6442953020134228,0.2281879194630872,offense_high_vs_def_low,top33_bottom33,401520217,,5.0,2023,2,Washington State,washington state,Wisconsin,wisconsin,wisconsin,washington state,False,True,True,,-5.0,,False
2023,2,2023-09-10T00:30:00.000Z,401525493,Florida State,Southern Miss,home,Favorite,-31.0,favorite_22plus,22.0,W,87.0,80.0,94.0,60.0,68.0,53.0,27.0,27.0,26.0,0.9949664429530202,0.3406040268456375,0.8959731543624161,0.5419463087248322,0.9949664429530202,0.285234899328859,offense_high_vs_def_low,top33_bottom33,401525493,,-31.0,2023,2,Florida State,florida state,Southern Miss,southern miss,florida state,southern miss,True,False,True,,-31.0,,False
2023,2,2023-09-10T02:30:00.000Z,401524003,USC,Stanford,home,Favorite,-28.666666666666668,favorite_22plus,17.333333333333332,W,76.0,75.0,78.0,35.0,34.0,36.0,41.0,39.0,44.0,0.8959731543624161,0.0134228187919463,0.7533557046979866,0.023489932885906,0.8993288590604027,0.023489932885906,offense_high_vs_def_low,top33_bottom33,401524003,,-28.5,2023,2,USC,usc,Stanford,stanford,usc,stanford,True,False,True,,-28.5,,False
2023,3,2023-09-16T19:30:00.000Z,401524009,Oregon State,San Diego State,home,Favorite,-24.5,favorite_22plus,-7.5,L,65.0,78.0,52.0,56.0,71.0,40.0,9.0,38.0,-19.0,0.5469798657718121,0.2432885906040268,0.8389261744966443,0.6057046979865772,0.2684563758389262,0.0620805369127516,offense_high_vs_def_low,top33_bottom33,401524009,,-24.5,2023,3,Oregon State,oregon state,San Diego State,san diego state,oregon state,san diego state,True,False,True,,-24.5,,False
2023,3,2023-09-16T20:00:00.000Z,401531348,Tulane,Southern Miss,away,Favorite,-7.75,favorite_8_to_14,10.25,W,71.0,73.0,68.0,60.0,68.0,53.0,11.0,20.0,0.0,0.7634228187919463,0.3406040268456375,0.6963087248322147,0.5419463087248322,0.6442953020134228,0.285234899328859,offense_high_vs_def_low,top33_bottom33,401531348,,8.0,2023,3,Southern Miss,southern miss,Tulane,tulane,tulane,southern miss,False,True,True,,-8.0,,False
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,away,Underdog,2.0,underdog_1_to_7,22.0,W,66.0,78.0,54.0,39.0,36.0,42.0,27.0,36.0,18.0,0.5889261744966443,0.0218120805369127,0.8389261744966443,0.0318791946308724,0.3070469798657718,0.0855704697986577,offense_high_vs_def_low,top33_bottom33,401531379,,-2.0,2023,3,UAB,uab,Louisiana,louisiana,louisiana,uab,False,True,True,,2.0,,False
2023,3,2023-09-16T23:30:00.000Z,401520232,Michigan,Bowling Green,home,Favorite,-40.75,favorite_22plus,-15.75,L,81.0,84.0,78.0,59.0,63.0,54.0,22.0,30.0,15.0,0.964765100671141,0.3204697986577181,0.9681208053691276,0.4043624161073825,0.8993288590604027,0.3070469798657718,offense_high_vs_def_low,top33_bottom33,401520232,,-40.5,2023,3,Michigan,michigan,Bowling Green,bowling green,michigan,bowling green,True,False,True,,-40.5,,False
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico,New Mexico State,home,Favorite,-2.75,favorite_1_to_7,-12.75,L,64.0,78.0,49.0,64.0,77.0,51.0,0.0,27.0,-28.0,0.4832214765100671,0.4832214765100671,0.8389261744966443,0.7953020134228188,0.1912751677852349,0.2483221476510067,offense_high_vs_def_low,top33_bottom33,401520238,,-2.5,2023,3,New Mexico,new mexico,New Mexico State,new mexico state,new mexico,new mexico state,True,False,True,,-2.5,,False
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico State,New Mexico,away,Underdog,2.75,underdog_1_to_7,12.75,W,64.0,77.0,51.0,64.0,78.0,49.0,0.0,28.0,-27.0,0.4832214765100671,0.4832214765100671,0.7953020134228188,0.8389261744966443,0.2483221476510067,0.1912751677852349,offense_high_vs_def_low,top33_bottom33,401520238,,-2.5,2023,3,New Mexico,new mexico,New Mexico State,new mexico state,new mexico state,new mexico,False,True,True,,2.5,,False
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,away,Favorite,-28.5,favorite_22plus,-21.5,L,85.0,91.0,80.0,53.0,53.0,54.0,32.0,37.0,27.0,0.9832214765100672,0.1677852348993288,0.9966442953020134,0.1761744966442953,0.9395973154362416,0.3070469798657718,offense_high_vs_def_low,top33_bottom33,401525837,,28.5,2023,3,Nevada,nevada,Kansas,kansas,kansas,nevada,False,True,True,,-28.5,,False
2023,4,2023-09-23T02:30:00.000Z,401532583,Boise State,San Diego State,away,Favorite,-5.833333333333333,favorite_1_to_7,-2.833333333333333,L,67.0,78.0,55.0,56.0,71.0,40.0,11.0,38.0,-16.0,0.6140939597315436,0.2432885906040268,0.8389261744966443,0.6057046979865772,0.3322147651006711,0.0620805369127516,offense_high_vs_def_low,top33_bottom33,401532583,,6.5,2023,4,San Diego State,san diego state,Boise State,boise state,boise state,san diego state,False,True,True,,-6.5,,False
2023,4,2023-09-23T17:30:00.000Z,401532406,Toledo,Western Michigan,home,Favorite,-21.5,favorite_15_to_21,-3.5,L,77.0,82.0,72.0,49.0,67.0,31.0,28.0,51.0,5.0,0.9161073825503356,0.0738255033557047,0.9328859060402684,0.5134228187919463,0.7449664429530202,0.0134228187919463,offense_high_vs_def_low,top33_bottom33,401532406,,-21.5,2023,4,Toledo,toledo,Western Michigan,western michigan,toledo,western michigan,True,False,True,,-21.5,,False
2023,4,2023-09-23T19:30:00.000Z,401525506,Boston College,Louisville,away,Underdog,13.833333333333334,underdog_8_to_14,-14.166666666666666,L,78.0,78.0,79.0,56.0,61.0,50.0,22.0,28.0,18.0,0.9345637583892618,0.2432885906040268,0.8389261744966443,0.3322147651006711,0.9211409395973156,0.2281879194630872,offense_high_vs_def_low,top33_bottom33,401525506,,-14.0,2023,4,Louisville,louisville,Boston College,boston college,boston college,louisville,False,True,True,,14.0,,False
2023,4,2023-09-23T19:30:00.000Z,401520250,Ole Miss,Alabama,away,Underdog,7.0,underdog_1_to_7,-7.0,L,71.0,80.0,62.0,40.0,43.0,38.0,31.0,42.0,19.0,0.7634228187919463,0.035234899328859,0.8959731543624161,0.0755033557046979,0.4412751677852349,0.0385906040268456,offense_high_vs_def_low,top33_bottom33,401520250,,-7.0,2023,4,Alabama,alabama,Ole Miss,ole miss,ole miss,alabama,False,True,True,,7.0,,False
2023,4,2023-09-23T19:30:00.000Z,401532405,Ohio,Bowling Green,away,Favorite,-13.0,favorite_8_to_14,18.0,W,52.0,78.0,26.0,59.0,63.0,54.0,-7.0,24.0,-37.0,0.1275167785234899,0.3204697986577181,0.8389261744966443,0.4043624161073825,0.0050335570469798,0.3070469798657718,offense_high_vs_def_low,top33_bottom33,401532405,,13.0,2023,4,Bowling Green,bowling green,Ohio,ohio,ohio,bowling green,False,True,True,,-13.0,,False
2023,4,2023-09-23T23:00:00.000Z,401524019,Washington State,Oregon State,home,Underdog,3.0,underdog_1_to_7,6.0,W,62.0,73.0,50.0,65.0,78.0,52.0,-3.0,21.0,-28.0,0.3724832214765101,0.5469798657718121,0.6963087248322147,0.8389261744966443,0.2281879194630872,0.2684563758389262,offense_high_vs_def_low,top33_bottom33,401524019,,3.0,2023,4,Washington State,washington state,Oregon State,oregon state,washington state,oregon state,True,False,True,,3.0,,False
2023,4,2023-09-23T23:00:00.000Z,401524019,Oregon State,Washington State,away,Favorite,-3.0,favorite_1_to_7,-6.0,L,65.0,78.0,52.0,62.0,73.0,50.0,3.0,28.0,-21.0,0.5469798657718121,0.3724832214765101,0.8389261744966443,0.6963087248322147,0.2684563758389262,0.2281879194630872,offense_high_vs_def_low,top33_bottom33,401524019,,3.0,2023,4,Washington State,washington state,Oregon State,oregon state,oregon state,washington state,False,True,True,,-3.0,,False
2023,4,2023-09-23T23:00:00.000Z,401520258,LSU,Arkansas,home,Favorite,-17.666666666666668,favorite_15_to_21,-14.666666666666668,L,71.0,81.0,60.0,54.0,58.0,51.0,17.0,30.0,2.0,0.7634228187919463,0.1845637583892617,0.9110738255033556,0.2785234899328859,0.4228187919463087,0.2483221476510067,offense_high_vs_def_low,top33_bottom33,401520258,,-17.5,2023,4,LSU,lsu,Arkansas,arkansas,lsu,arkansas,True,False,True,,-17.5,,False
2023,4,2023-09-23T23:30:00.000Z,401531875,Louisiana,Buffalo,home,Favorite,-10.333333333333334,favorite_8_to_14,-3.333333333333334,L,66.0,78.0,54.0,53.0,57.0,49.0,13.0,29.0,-3.0,0.5889261744966443,0.1677852348993288,0.8389261744966443,0.25,0.3070469798657718,0.1912751677852349,offense_high_vs_def_low,top33_bottom33,401531875,,-10.5,2023,4,Louisiana,louisiana,Buffalo,buffalo,louisiana,buffalo,True,False,True,,-10.5,,False
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,away,Favorite,-16.5,favorite_15_to_21,15.5,W,74.0,85.0,63.0,55.0,60.0,51.0,19.0,34.0,3.0,0.8708053691275168,0.2063758389261745,0.981543624161074,0.3120805369127516,0.4731543624161073,0.2483221476510067,offense_high_vs_def_low,top33_bottom33,401525844,,17.5,2023,4,Baylor,baylor,Texas,texas,texas,baylor,False,True,True,,-17.5,,False
2023,4,2023-09-24T03:59:00.000Z,401520253,New Mexico State,Hawai'i,away,Underdog,3.6666666666666665,underdog_1_to_7,0.6666666666666665,W,64.0,77.0,51.0,47.0,45.0,49.0,17.0,28.0,6.0,0.4832214765100671,0.0620805369127516,0.7953020134228188,0.0889261744966442,0.2483221476510067,0.1912751677852349,offense_high_vs_def_low,top33_bottom33,401520253,,-4.0,2023,4,Hawai'i,hawai i,New Mexico State,new mexico state,new mexico state,hawai i,False,True,True,,4.0,,False
2024,1,2024-08-30T00:00:00.000Z,401628448,Minnesota,North Carolina,home,Underdog,0.3333333333333333,unknown,-1.6666666666666667,L,71.0,68.0,74.0,37.0,37.0,36.0,34.0,32.0,37.0,0.8442307692307692,0.0576923076923076,0.675,0.0576923076923076,0.8769230769230769,0.0846153846153846,offense_high_vs_def_low,top33_bottom33,401628448,,1.5,2024,1,Minnesota,minnesota,North Carolina,north carolina,minnesota,north carolina,True,False,True,,1.5,,False
2024,1,2024-08-31T16:00:00.000Z,401628323,Georgia,Clemson,home,Favorite,-11.666666666666666,favorite_8_to_14,19.333333333333336,W,65.0,76.0,55.0,64.0,79.0,49.0,1.0,27.0,-24.0,0.6288461538461538,0.5961538461538461,0.823076923076923,0.875,0.3788461538461538,0.2057692307692307,offense_high_vs_def_low,top33_bottom33,401628323,,-10.5,2024,1,Georgia,georgia,Clemson,clemson,georgia,clemson,True,False,True,,-10.5,,False
2024,1,2024-08-31T16:00:00.000Z,401628457,Penn State,West Virginia,away,Favorite,-8.333333333333334,favorite_8_to_14,13.666666666666666,W,70.0,74.0,66.0,70.0,89.0,52.0,0.0,22.0,-23.0,0.8096153846153846,0.8096153846153846,0.7884615384615384,0.9807692307692308,0.7423076923076923,0.2807692307692307,offense_high_vs_def_low,top33_bottom33,401628457,,7.5,2024,1,West Virginia,west virginia,Penn State,penn state,penn state,west virginia,False,True,True,,-7.5,,False
2024,1,2024-08-31T19:30:00.000Z,401628322,Florida,Miami,home,Underdog,2.5,underdog_1_to_7,-21.5,L,68.0,70.0,66.0,66.0,79.0,53.0,2.0,17.0,-13.0,0.7307692307692307,0.6730769230769231,0.7269230769230769,0.875,0.7423076923076923,0.3288461538461538,offense_high_vs_def_low,top33_bottom33,401628322,,2.5,2024,1,Florida,florida,Miami,miami,florida,miami,True,False,True,,2.5,,False
2024,1,2024-08-31T19:30:00.000Z,401634304,Syracuse,Ohio,home,Favorite,-17.333333333333332,favorite_15_to_21,-1.333333333333332,L,74.0,81.0,67.0,27.0,22.0,33.0,47.0,48.0,45.0,0.9365384615384617,0.0115384615384615,0.9230769230769232,0.0192307692307692,0.7826923076923077,0.0557692307692307,offense_high_vs_def_low,top33_bottom33,401634304,,-17.5,2024,1,Syracuse,syracuse,Ohio,ohio,syracuse,ohio,True,False,True,,-17.5,,False
2024,4,2024-09-21T16:00:00.000Z,401643791,Louisiana,Tulane,home,Underdog,1.5,underdog_1_to_7,-6.5,L,73.0,73.0,73.0,50.0,47.0,53.0,23.0,20.0,26.0,0.9076923076923076,0.2403846153846154,0.7653846153846153,0.2134615384615384,0.8615384615384616,0.3288461538461538,offense_high_vs_def_low,top33_bottom33,401643791,,1.5,2024,4,Louisiana,louisiana,Tulane,tulane,louisiana,tulane,True,False,True,,1.5,,False
2025,3,2025-09-13T16:00:00.000Z,401761608,Troy,Memphis,home,Underdog,4.5,underdog_1_to_7,-16.5,L,66.0,64.0,68.0,39.0,45.0,33.0,27.0,31.0,23.0,0.8645038167938931,0.1354961832061068,0.700381679389313,0.2900763358778626,0.8606870229007634,0.116412213740458,offense_high_vs_def_low,top33_bottom33,401761608,,4.5,2025,3,Troy,troy,Memphis,memphis,troy,memphis,True,False,True,,4.5,,False
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,home,Favorite,-6.3,favorite_1_to_7,6.7,W,76.0,83.0,69.0,54.0,55.0,53.0,22.0,30.0,14.0,0.8959731543624161,0.1845637583892617,0.9563758389261744,0.1996644295302013,0.674496644295302,0.285234899328859,defense_high_vs_off_low,top33_bottom33,401520176,,-5.5,2023,1,Utah,utah,Florida,florida,utah,florida,True,False,True,,-5.5,,False
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,away,Underdog,20.125,underdog_15_to_21,-3.875,L,72.0,62.0,81.0,52.0,56.0,48.0,20.0,14.0,25.0,0.8036912751677853,0.1275167785234899,0.3674496644295302,0.2197986577181208,0.959731543624161,0.1442953020134228,defense_high_vs_off_low,top33_bottom33,401520172,,-21.0,2023,1,SMU,smu,Louisiana Tech,louisiana tech,louisiana tech,smu,False,True,True,,21.0,,False
2023,1,2023-09-02T16:00:00.000Z,401520162,Michigan,East Carolina,home,Favorite,-35.4,favorite_22plus,-8.399999999999999,L,81.0,84.0,78.0,34.0,30.0,39.0,47.0,45.0,48.0,0.964765100671141,0.0050335570469798,0.9681208053691276,0.0050335570469798,0.8993288590604027,0.0520134228187919,defense_high_vs_off_low,top33_bottom33,401520162,,-36.0,2023,1,Michigan,michigan,East Carolina,east carolina,michigan,east carolina,True,False,True,,-36.0,,False
2023,1,2023-09-02T16:00:00.000Z,401523994,TCU,Colorado,home,Favorite,-20.6,favorite_15_to_21,-23.6,L,52.0,33.0,71.0,57.0,57.0,57.0,-5.0,-24.0,14.0,0.1275167785234899,0.2835570469798658,0.0134228187919463,0.25,0.7063758389261745,0.3691275167785235,defense_high_vs_off_low,top33_bottom33,401523994,,-20.5,2023,1,TCU,tcu,Colorado,colorado,tcu,colorado,True,False,True,,-20.5,,False
2023,1,2023-09-02T16:00:00.000Z,401520179,Tennessee,Virginia,home,Favorite,-27.7,favorite_22plus,8.3,W,63.0,57.0,69.0,52.0,40.0,64.0,11.0,-7.0,29.0,0.4161073825503356,0.1275167785234899,0.25,0.046979865771812,0.674496644295302,0.5100671140939598,defense_high_vs_off_low,top33_bottom33,401520179,,-27.5,2023,1,Tennessee,tennessee,Virginia,virginia,tennessee,virginia,True,False,True,,-27.5,,False
2023,1,2023-09-02T19:30:00.000Z,401520156,Indiana,Ohio State,home,Underdog,29.1,underdog_22plus,9.1,W,69.0,65.0,72.0,67.0,57.0,77.0,2.0,-12.0,15.0,0.6879194630872483,0.6140939597315436,0.4798657718120805,0.25,0.7449664429530202,0.8674496644295302,defense_high_vs_off_low,top33_bottom33,401520156,,30.0,2023,1,Indiana,indiana,Ohio State,ohio state,indiana,ohio state,True,False,True,,30.0,,False
2023,1,2023-09-02T20:00:00.000Z,401523991,North Texas,California,home,Underdog,6.5,underdog_1_to_7,-30.5,L,74.0,76.0,71.0,68.0,58.0,78.0,6.0,-2.0,13.0,0.8708053691275168,0.6426174496644296,0.7734899328859061,0.2785234899328859,0.7063758389261745,0.8993288590604027,defense_high_vs_off_low,top33_bottom33,401523991,,5.0,2023,1,North Texas,north texas,California,california,north texas,california,True,False,True,,5.0,,False
2023,1,2023-09-02T22:30:00.000Z,401523996,USC,Nevada,home,Favorite,-37.875,favorite_22plus,14.125,W,76.0,75.0,78.0,53.0,53.0,54.0,23.0,21.0,25.0,0.8959731543624161,0.1677852348993288,0.7533557046979866,0.1761744966442953,0.8993288590604027,0.3070469798657718,defense_high_vs_off_low,top33_bottom33,401523996,,-37.5,2023,1,USC,usc,Nevada,nevada,usc,nevada,True,False,True,,-37.5,,False
2023,1,2023-09-02T23:30:00.000Z,401520169,Penn State,West Virginia,home,Favorite,-20.6,favorite_15_to_21,2.3999999999999986,W,65.0,55.0,75.0,64.0,60.0,68.0,1.0,-13.0,15.0,0.5469798657718121,0.4832214765100671,0.1996644295302013,0.3120805369127516,0.8154362416107382,0.6442953020134228,defense_high_vs_off_low,top33_bottom33,401520169,,-21.0,2023,1,Penn State,penn state,West Virginia,west virginia,penn state,west virginia,True,False,True,,-21.0,,False
2023,1,2023-09-02T23:30:00.000Z,401520149,Middle Tennessee,Alabama,away,Underdog,39.375,underdog_22plus,-9.625,L,69.0,52.0,86.0,40.0,43.0,38.0,29.0,14.0,43.0,0.6879194630872483,0.035234899328859,0.1593959731543624,0.0755033557046979,0.9848993288590604,0.0385906040268456,defense_high_vs_off_low,top33_bottom33,401520149,,-39.5,2023,1,Alabama,alabama,Middle Tennessee,middle tennessee,middle tennessee,alabama,False,True,True,,39.5,,False
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,home,Favorite,-6.1,favorite_1_to_7,10.9,W,73.0,73.0,72.0,56.0,46.0,66.0,17.0,7.0,26.0,0.8389261744966443,0.2432885906040268,0.6963087248322147,0.1124161073825503,0.7449664429530202,0.5906040268456376,defense_high_vs_off_low,top33_bottom33,401520171,,-5.0,2023,1,Rutgers,rutgers,Northwestern,northwestern,rutgers,northwestern,True,False,True,,-5.0,,False
2023,2,2023-09-09T16:00:00.000Z,401523999,Utah,Baylor,away,Favorite,-7.0,favorite_1_to_7,0.0,P,76.0,83.0,69.0,55.0,60.0,51.0,21.0,32.0,9.0,0.8959731543624161,0.2063758389261745,0.9563758389261744,0.3120805369127516,0.674496644295302,0.2483221476510067,defense_high_vs_off_low,top33_bottom33,401523999,,7.0,2023,2,Baylor,baylor,Utah,utah,utah,baylor,False,True,True,,-7.0,,False
