season,week,date,game_id,team,opponent,side,role,spread,spread_bucket,ats_margin,ats_result,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_gap,off_vs_def_gap,def_vs_off_gap,team_overall_pct,opp_overall_pct,team_offense_pct,opp_offense_pct,team_defense_pct,opp_defense_pct,case,threshold,game_id_key,market_opening_home_spread,market_closing_home_spread,market_season,market_week,market_home_team,market_home_key,market_away_team,market_away_key,team_key,opponent_key,team_is_home_market,team_is_away_market,market_team_identity_valid,team_opening_spread,team_closing_spread,team_clv,market_joined,team_conference,opponent_conference,team_tier,opponent_tier,matchup_class
2023,1,2023-09-02T19:30:00.000Z,401523997,Washington,Boise State,home,Favorite,-14.3,favorite_8_to_14,22.7,W,73.0,74.0,73.0,67.0,78.0,55.0,6.0,19.0,-5.0,,,,,,,off_vs_def_gap,gap_10+,401523997,,-14.0,2023,1,Washington,washington,Boise State,boise state,washington,boise state,True,False,True,,-14.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T19:30:00.000Z,401525824,Texas,Rice,home,Favorite,-35.25,favorite_22plus,-8.25,L,74.0,85.0,63.0,73.0,72.0,74.0,1.0,11.0,-9.0,,,,,,,off_vs_def_gap,gap_10+,401525824,,-35.5,2023,1,Texas,texas,Rice,rice,texas,rice,True,False,True,,-35.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,home,Favorite,-27.0,favorite_22plus,-6.0,L,72.0,75.0,68.0,53.0,57.0,49.0,19.0,26.0,11.0,,,,,,,off_vs_def_gap,gap_10+,401520180,,-29.0,2023,1,Wisconsin,wisconsin,Buffalo,buffalo,wisconsin,buffalo,True,False,True,,-29.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T22:30:00.000Z,401523996,USC,Nevada,home,Favorite,-37.875,favorite_22plus,14.125,W,76.0,75.0,78.0,53.0,53.0,54.0,23.0,21.0,25.0,,,,,,,off_vs_def_gap,gap_10+,401523996,,-37.5,2023,1,USC,usc,Nevada,nevada,usc,nevada,True,False,True,,-37.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,home,Underdog,1.5,underdog_1_to_7,4.5,W,60.0,77.0,43.0,52.0,56.0,48.0,8.0,29.0,-13.0,,,,,,,off_vs_def_gap,gap_10+,401525819,,2.5,2023,1,Houston,houston,UTSA,utsa,houston,utsa,True,False,True,,2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T23:00:00.000Z,401525819,UTSA,Houston,away,Favorite,-1.5,favorite_1_to_7,-4.5,L,52.0,56.0,48.0,60.0,77.0,43.0,-8.0,13.0,-29.0,,,,,,,off_vs_def_gap,gap_10+,401525819,,2.5,2023,1,Houston,houston,UTSA,utsa,utsa,houston,False,True,True,,-2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,home,Favorite,-37.875,favorite_22plus,4.125,W,80.0,82.0,77.0,64.0,78.0,49.0,16.0,33.0,-1.0,,,,,,,off_vs_def_gap,gap_10+,401520173,,-37.5,2023,1,Texas A&M,texas a m,New Mexico,new mexico,texas a m,new mexico,True,False,True,,-37.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T23:30:00.000Z,401520149,Middle Tennessee,Alabama,away,Underdog,39.375,underdog_22plus,-9.625,L,69.0,52.0,86.0,40.0,43.0,38.0,29.0,14.0,43.0,,,,,,,off_vs_def_gap,gap_10+,401520149,,-39.5,2023,1,Alabama,alabama,Middle Tennessee,middle tennessee,middle tennessee,alabama,False,True,True,,39.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,home,Underdog,13.6,underdog_8_to_14,15.6,W,83.0,82.0,84.0,64.0,75.0,52.0,19.0,30.0,9.0,,,,,,,off_vs_def_gap,gap_10+,401525825,,13.0,2023,1,Wyoming,wyoming,Texas Tech,texas tech,wyoming,texas tech,True,False,True,,13.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T23:30:00.000Z,401520155,Toledo,Illinois,away,Underdog,8.6,underdog_8_to_14,6.6,W,77.0,82.0,72.0,63.0,64.0,62.0,14.0,20.0,8.0,,,,,,,off_vs_def_gap,gap_10+,401520155,,-7.0,2023,1,Illinois,illinois,Toledo,toledo,toledo,illinois,False,True,True,,7.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-03T00:00:00.000Z,401525467,Virginia Tech,Old Dominion,home,Favorite,-15.75,favorite_15_to_21,3.25,W,69.0,73.0,65.0,57.0,69.0,46.0,12.0,27.0,-4.0,,,,,,,off_vs_def_gap,gap_10+,401525467,,-16.0,2023,1,Virginia Tech,virginia tech,Old Dominion,old dominion,virginia tech,old dominion,True,False,True,,-16.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-03T23:30:00.000Z,401520182,Florida State,LSU,home,Underdog,2.2,underdog_1_to_7,23.2,W,87.0,80.0,94.0,71.0,81.0,60.0,16.0,20.0,13.0,,,,,,,off_vs_def_gap,gap_10+,401520182,,2.0,2023,1,Florida State,florida state,LSU,lsu,florida state,lsu,True,False,True,,2.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-08T23:30:00.000Z,401520195,Kansas,Illinois,home,Favorite,-3.6666666666666665,favorite_1_to_7,7.333333333333334,W,85.0,91.0,80.0,63.0,64.0,62.0,22.0,29.0,16.0,,,,,,,off_vs_def_gap,gap_10+,401520195,,-3.5,2023,2,Kansas,kansas,Illinois,illinois,kansas,illinois,True,False,True,,-3.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T15:00:00.000Z,401520216,Vanderbilt,Wake Forest,away,Underdog,9.666666666666666,underdog_8_to_14,-6.333333333333334,L,65.0,73.0,56.0,52.0,46.0,59.0,13.0,14.0,10.0,,,,,,,off_vs_def_gap,gap_10+,401520216,,-9.5,2023,2,Wake Forest,wake forest,Vanderbilt,vanderbilt,vanderbilt,wake forest,False,True,True,,9.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T16:00:00.000Z,401523999,Utah,Baylor,away,Favorite,-7.0,favorite_1_to_7,0.0,P,76.0,83.0,69.0,55.0,60.0,51.0,21.0,32.0,9.0,,,,,,,off_vs_def_gap,gap_10+,401523999,,7.0,2023,2,Baylor,baylor,Utah,utah,utah,baylor,False,True,True,,-7.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T16:00:00.000Z,401520215,Virginia Tech,Purdue,home,Favorite,-0.8333333333333334,favorite_1_to_7,-7.833333333333333,L,69.0,73.0,65.0,65.0,71.0,59.0,4.0,14.0,-6.0,,,,,,,off_vs_def_gap,gap_10+,401520215,,0.0,2023,2,Virginia Tech,virginia tech,Purdue,purdue,virginia tech,purdue,True,False,True,,0.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T16:00:00.000Z,401520188,Nebraska,Colorado,away,Underdog,2.8333333333333335,underdog_1_to_7,-19.166666666666668,L,69.0,72.0,66.0,57.0,57.0,57.0,12.0,15.0,9.0,,,,,,,off_vs_def_gap,gap_10+,401520188,,-2.5,2023,2,Colorado,colorado,Nebraska,nebraska,nebraska,colorado,False,True,True,,2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T19:30:00.000Z,401520214,Tulane,Ole Miss,home,Underdog,9.833333333333334,underdog_8_to_14,-7.166666666666666,L,71.0,73.0,68.0,71.0,80.0,62.0,0.0,11.0,-12.0,,,,,,,off_vs_def_gap,gap_10+,401520214,,8.0,2023,2,Tulane,tulane,Ole Miss,ole miss,tulane,ole miss,True,False,True,,8.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T19:30:00.000Z,401520214,Ole Miss,Tulane,away,Favorite,-9.833333333333334,favorite_8_to_14,7.166666666666666,W,71.0,80.0,62.0,71.0,73.0,68.0,0.0,12.0,-11.0,,,,,,,off_vs_def_gap,gap_10+,401520214,,8.0,2023,2,Tulane,tulane,Ole Miss,ole miss,ole miss,tulane,False,True,True,,-8.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T19:30:00.000Z,401525497,Syracuse,Western Michigan,home,Favorite,-24.666666666666668,favorite_22plus,16.333333333333332,W,73.0,73.0,72.0,49.0,67.0,31.0,24.0,42.0,5.0,,,,,,,off_vs_def_gap,gap_10+,401525497,,-24.5,2023,2,Syracuse,syracuse,Western Michigan,western michigan,syracuse,western michigan,True,False,True,,-24.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T19:30:00.000Z,401520202,Michigan,UNLV,home,Favorite,-37.833333333333336,favorite_22plus,-9.833333333333336,L,81.0,84.0,78.0,69.0,71.0,66.0,12.0,18.0,7.0,,,,,,,off_vs_def_gap,gap_10+,401520202,,-38.0,2023,2,Michigan,michigan,UNLV,unlv,michigan,unlv,True,False,True,,-38.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,away,Favorite,-2.8333333333333335,favorite_1_to_7,15.166666666666666,W,61.0,65.0,58.0,34.0,30.0,39.0,27.0,26.0,28.0,,,,,,,off_vs_def_gap,gap_10+,401531411,,3.0,2023,2,East Carolina,east carolina,Marshall,marshall,marshall,east carolina,False,True,True,,-3.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T21:00:00.000Z,401524004,Washington,Tulsa,home,Favorite,-33.666666666666664,favorite_22plus,-0.6666666666666643,L,73.0,74.0,73.0,40.0,41.0,38.0,33.0,36.0,32.0,,,,,,,off_vs_def_gap,gap_10+,401524004,,-34.0,2023,2,Washington,washington,Tulsa,tulsa,washington,tulsa,True,False,True,,-34.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T22:00:00.000Z,401520198,Liberty,New Mexico State,home,Favorite,-9.333333333333334,favorite_8_to_14,6.666666666666666,W,55.0,63.0,47.0,64.0,77.0,51.0,-9.0,12.0,-30.0,,,,,,,off_vs_def_gap,gap_10+,401520198,,-9.0,2023,2,Liberty,liberty,New Mexico State,new mexico state,liberty,new mexico state,True,False,True,,-9.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,away,Underdog,9.333333333333334,underdog_8_to_14,-6.666666666666666,L,64.0,77.0,51.0,55.0,63.0,47.0,9.0,30.0,-12.0,,,,,,,off_vs_def_gap,gap_10+,401520198,,-9.0,2023,2,Liberty,liberty,New Mexico State,new mexico state,new mexico state,liberty,False,True,True,,9.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T22:00:00.000Z,401531842,Old Dominion,Louisiana,home,Underdog,6.0,underdog_1_to_7,13.0,W,57.0,69.0,46.0,66.0,78.0,54.0,-9.0,15.0,-32.0,,,,,,,off_vs_def_gap,gap_10+,401531842,,6.0,2023,2,Old Dominion,old dominion,Louisiana,louisiana,old dominion,louisiana,True,False,True,,6.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,away,Favorite,-6.0,favorite_1_to_7,-13.0,L,66.0,78.0,54.0,57.0,69.0,46.0,9.0,32.0,-15.0,,,,,,,off_vs_def_gap,gap_10+,401531842,,6.0,2023,2,Old Dominion,old dominion,Louisiana,louisiana,louisiana,old dominion,False,True,True,,-6.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T22:00:00.000Z,401525830,Oklahoma,SMU,home,Favorite,-16.333333333333332,favorite_15_to_21,0.6666666666666679,W,62.0,62.0,63.0,52.0,56.0,48.0,10.0,14.0,7.0,,,,,,,off_vs_def_gap,gap_10+,401525830,-16.0,-16.5,2023,2,Oklahoma,oklahoma,SMU,smu,oklahoma,smu,True,False,True,-16.0,-16.5,0.5,True,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:00:00.000Z,401525831,Rice,Houston,home,Underdog,7.166666666666667,underdog_1_to_7,9.166666666666668,W,73.0,72.0,74.0,60.0,77.0,43.0,13.0,29.0,-3.0,,,,,,,off_vs_def_gap,gap_10+,401525831,,7.5,2023,2,Rice,rice,Houston,houston,rice,houston,True,False,True,,7.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:00:00.000Z,401524002,Texas Tech,Oregon,home,Underdog,5.0,underdog_1_to_7,-3.0,L,64.0,75.0,52.0,65.0,65.0,65.0,-1.0,10.0,-13.0,,,,,,,off_vs_def_gap,gap_10+,401524002,,4.5,2023,2,Texas Tech,texas tech,Oregon,oregon,texas tech,oregon,True,False,True,,4.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:00:00.000Z,401524002,Oregon,Texas Tech,away,Favorite,-5.0,favorite_1_to_7,3.0,W,65.0,65.0,65.0,64.0,75.0,52.0,1.0,13.0,-10.0,,,,,,,off_vs_def_gap,gap_10+,401524002,,4.5,2023,2,Texas Tech,texas tech,Oregon,oregon,oregon,texas tech,False,True,True,,-4.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:00:00.000Z,401520187,Coastal Carolina,Jacksonville State,home,Favorite,-13.666666666666666,favorite_8_to_14,0.3333333333333339,W,72.0,79.0,65.0,63.0,62.0,64.0,9.0,15.0,3.0,,,,,,,off_vs_def_gap,gap_10+,401520187,,-13.5,2023,2,Coastal Carolina,coastal carolina,Jacksonville State,jacksonville state,coastal carolina,jacksonville state,True,False,True,,-13.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,away,Underdog,7.166666666666667,underdog_1_to_7,17.166666666666668,W,74.0,85.0,63.0,40.0,43.0,38.0,34.0,47.0,20.0,,,,,,,off_vs_def_gap,gap_10+,401520183,,-7.0,2023,2,Alabama,alabama,Texas,texas,texas,alabama,False,True,True,,7.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:30:00.000Z,401524001,UCLA,San Diego State,away,Favorite,-13.5,favorite_8_to_14,11.5,W,64.0,54.0,75.0,56.0,71.0,40.0,8.0,14.0,4.0,,,,,,,off_vs_def_gap,gap_10+,401524001,,13.0,2023,2,San Diego State,san diego state,UCLA,ucla,ucla,san diego state,False,True,True,,-13.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:30:00.000Z,401520200,Maryland,Charlotte,home,Favorite,-24.5,favorite_22plus,-6.5,L,64.0,64.0,63.0,50.0,52.0,48.0,14.0,16.0,11.0,,,,,,,off_vs_def_gap,gap_10+,401520200,,-24.5,2023,2,Maryland,maryland,Charlotte,charlotte,maryland,charlotte,True,False,True,,-24.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,away,Favorite,-5.333333333333333,favorite_1_to_7,-14.333333333333332,L,72.0,75.0,68.0,62.0,73.0,50.0,10.0,25.0,-5.0,,,,,,,off_vs_def_gap,gap_10+,401520217,,5.0,2023,2,Washington State,washington state,Wisconsin,wisconsin,wisconsin,washington state,False,True,True,,-5.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-10T00:30:00.000Z,401525493,Florida State,Southern Miss,home,Favorite,-31.0,favorite_22plus,22.0,W,87.0,80.0,94.0,60.0,68.0,53.0,27.0,27.0,26.0,,,,,,,off_vs_def_gap,gap_10+,401525493,,-31.0,2023,2,Florida State,florida state,Southern Miss,southern miss,florida state,southern miss,True,False,True,,-31.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,2,2023-09-10T02:30:00.000Z,401524003,USC,Stanford,home,Favorite,-28.666666666666668,favorite_22plus,17.333333333333332,W,76.0,75.0,78.0,35.0,34.0,36.0,41.0,39.0,44.0,,,,,,,off_vs_def_gap,gap_10+,401524003,,-28.5,2023,2,USC,usc,Stanford,stanford,usc,stanford,True,False,True,,-28.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-14T23:30:00.000Z,401531428,Navy,Memphis,away,Underdog,12.25,underdog_8_to_14,8.25,W,75.0,76.0,74.0,63.0,67.0,59.0,12.0,17.0,7.0,,,,,,,off_vs_def_gap,gap_10+,401531428,,-12.5,2023,3,Memphis,memphis,Navy,navy,navy,memphis,False,True,True,,12.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-15T23:00:00.000Z,401531396,Army,UTSA,away,Underdog,7.0,underdog_1_to_7,15.0,W,64.0,64.0,64.0,52.0,56.0,48.0,12.0,16.0,8.0,,,,,,,off_vs_def_gap,gap_10+,401531396,,-7.0,2023,3,UTSA,utsa,Army,army,army,utsa,False,True,True,,7.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T16:00:00.000Z,401520222,Buffalo,Liberty,home,Underdog,2.75,underdog_1_to_7,-25.25,L,53.0,57.0,49.0,55.0,63.0,47.0,-2.0,10.0,-14.0,,,,,,,off_vs_def_gap,gap_10+,401520222,,2.5,2023,3,Buffalo,buffalo,Liberty,liberty,buffalo,liberty,True,False,True,,2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T16:00:00.000Z,401520222,Liberty,Buffalo,away,Favorite,-2.75,favorite_1_to_7,25.25,W,55.0,63.0,47.0,53.0,57.0,49.0,2.0,14.0,-10.0,,,,,,,off_vs_def_gap,gap_10+,401520222,,2.5,2023,3,Buffalo,buffalo,Liberty,liberty,liberty,buffalo,False,True,True,,-2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T16:00:00.000Z,401520230,Indiana,Louisville,home,Underdog,10.0,underdog_8_to_14,3.0,W,69.0,65.0,72.0,56.0,61.0,50.0,13.0,15.0,11.0,,,,,,,off_vs_def_gap,gap_10+,401520230,,10.0,2023,3,Indiana,indiana,Louisville,louisville,indiana,louisville,True,False,True,,10.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T16:00:00.000Z,401525504,Old Dominion,Wake Forest,home,Underdog,13.75,underdog_8_to_14,10.75,W,57.0,69.0,46.0,52.0,46.0,59.0,5.0,10.0,0.0,,,,,,,off_vs_def_gap,gap_10+,401525504,,13.5,2023,3,Old Dominion,old dominion,Wake Forest,wake forest,old dominion,wake forest,True,False,True,,13.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401520223,Duke,Northwestern,home,Favorite,-17.0,favorite_15_to_21,7.0,W,71.0,82.0,60.0,56.0,46.0,66.0,15.0,16.0,14.0,,,,,,,off_vs_def_gap,gap_10+,401520223,,-17.0,2023,3,Duke,duke,Northwestern,northwestern,duke,northwestern,True,False,True,,-17.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401520239,North Carolina,Minnesota,home,Favorite,-6.666666666666667,favorite_1_to_7,11.333333333333332,W,68.0,69.0,68.0,58.0,59.0,57.0,10.0,12.0,9.0,,,,,,,off_vs_def_gap,gap_10+,401520239,,-7.0,2023,3,North Carolina,north carolina,Minnesota,minnesota,north carolina,minnesota,True,False,True,,-7.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,away,Favorite,-28.0,favorite_22plus,21.0,W,62.0,62.0,63.0,40.0,41.0,38.0,22.0,24.0,22.0,,,,,,,off_vs_def_gap,gap_10+,401525842,,28.0,2023,3,Tulsa,tulsa,Oklahoma,oklahoma,oklahoma,tulsa,False,True,True,,-28.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401520227,Iowa,Western Michigan,home,Favorite,-28.5,favorite_22plus,2.5,W,57.0,64.0,49.0,49.0,67.0,31.0,8.0,33.0,-18.0,,,,,,,off_vs_def_gap,gap_10+,401520227,,-28.5,2023,3,Iowa,iowa,Western Michigan,western michigan,iowa,western michigan,True,False,True,,-28.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401520227,Western Michigan,Iowa,away,Underdog,28.5,underdog_22plus,-2.5,L,49.0,67.0,31.0,57.0,64.0,49.0,-8.0,18.0,-33.0,,,,,,,off_vs_def_gap,gap_10+,401520227,,-28.5,2023,3,Iowa,iowa,Western Michigan,western michigan,western michigan,iowa,False,True,True,,28.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401524009,Oregon State,San Diego State,home,Favorite,-24.5,favorite_22plus,-7.5,L,65.0,78.0,52.0,56.0,71.0,40.0,9.0,38.0,-19.0,,,,,,,off_vs_def_gap,gap_10+,401524009,,-24.5,2023,3,Oregon State,oregon state,San Diego State,san diego state,oregon state,san diego state,True,False,True,,-24.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T19:30:00.000Z,401524009,San Diego State,Oregon State,away,Underdog,24.5,underdog_22plus,7.5,W,56.0,71.0,40.0,65.0,78.0,52.0,-9.0,19.0,-38.0,,,,,,,off_vs_def_gap,gap_10+,401524009,,-24.5,2023,3,Oregon State,oregon state,San Diego State,san diego state,san diego state,oregon state,False,True,True,,24.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T20:00:00.000Z,401531348,Tulane,Southern Miss,away,Favorite,-7.75,favorite_8_to_14,10.25,W,71.0,73.0,68.0,60.0,68.0,53.0,11.0,20.0,0.0,,,,,,,off_vs_def_gap,gap_10+,401531348,,8.0,2023,3,Southern Miss,southern miss,Tulane,tulane,tulane,southern miss,False,True,True,,-8.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T20:00:00.000Z,401520245,Texas A&M,UL Monroe,home,Favorite,-36.5,favorite_22plus,7.5,W,80.0,82.0,77.0,52.0,39.0,66.0,28.0,16.0,38.0,,,,,,,off_vs_def_gap,gap_10+,401520245,,-36.5,2023,3,Texas A&M,texas a m,UL Monroe,ulm,texas a m,ulm,True,False,True,,-36.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T20:00:00.000Z,401520240,Ohio State,Western Kentucky,home,Favorite,-29.5,favorite_22plus,23.5,W,67.0,57.0,77.0,55.0,68.0,41.0,12.0,16.0,9.0,,,,,,,off_vs_def_gap,gap_10+,401520240,,-29.5,2023,3,Ohio State,ohio state,Western Kentucky,western kentucky,ohio state,western kentucky,True,False,True,,-29.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,away,Underdog,14.25,underdog_8_to_14,21.25,W,69.0,61.0,76.0,46.0,42.0,49.0,23.0,12.0,34.0,,,,,,,off_vs_def_gap,gap_10+,401525835,,-14.5,2023,3,Cincinnati,cincinnati,Miami (OH),miami ohio,miami ohio,cincinnati,False,True,True,,14.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:00:00.000Z,401520247,UNLV,Vanderbilt,home,Underdog,4.5,underdog_1_to_7,7.5,W,69.0,71.0,66.0,65.0,73.0,56.0,4.0,15.0,-7.0,,,,,,,off_vs_def_gap,gap_10+,401520247,,4.5,2023,3,UNLV,unlv,Vanderbilt,vanderbilt,unlv,vanderbilt,True,False,True,,4.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,away,Underdog,2.0,underdog_1_to_7,22.0,W,66.0,78.0,54.0,39.0,36.0,42.0,27.0,36.0,18.0,,,,,,,off_vs_def_gap,gap_10+,401531379,,-2.0,2023,3,UAB,uab,Louisiana,louisiana,louisiana,uab,False,True,True,,2.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401525503,West Virginia,Pittsburgh,home,Favorite,-1.0,favorite_1_to_7,10.0,W,64.0,60.0,68.0,51.0,52.0,49.0,13.0,11.0,16.0,,,,,,,off_vs_def_gap,gap_10+,401525503,,-2.5,2023,3,West Virginia,west virginia,Pittsburgh,pittsburgh,west virginia,pittsburgh,True,False,True,,-2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401520220,BYU,Arkansas,away,Underdog,8.25,underdog_8_to_14,15.25,W,63.0,62.0,65.0,54.0,58.0,51.0,9.0,11.0,7.0,,,,,,,off_vs_def_gap,gap_10+,401520220,,-9.0,2023,3,Arkansas,arkansas,BYU,byu,byu,arkansas,False,True,True,,9.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401520232,Michigan,Bowling Green,home,Favorite,-40.75,favorite_22plus,-15.75,L,81.0,84.0,78.0,59.0,63.0,54.0,22.0,30.0,15.0,,,,,,,off_vs_def_gap,gap_10+,401520232,,-40.5,2023,3,Michigan,michigan,Bowling Green,bowling green,michigan,bowling green,True,False,True,,-40.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401520242,Syracuse,Purdue,away,Favorite,-1.0,favorite_1_to_7,14.0,W,73.0,73.0,72.0,65.0,71.0,59.0,8.0,14.0,1.0,,,,,,,off_vs_def_gap,gap_10+,401520242,,1.0,2023,3,Purdue,purdue,Syracuse,syracuse,syracuse,purdue,False,True,True,,-1.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401520228,Kentucky,Akron,home,Favorite,-25.25,favorite_22plus,6.75,W,63.0,71.0,55.0,63.0,78.0,48.0,0.0,23.0,-23.0,,,,,,,off_vs_def_gap,gap_10+,401520228,,-25.0,2023,3,Kentucky,kentucky,Akron,akron,kentucky,akron,True,False,True,,-25.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401520228,Akron,Kentucky,away,Underdog,25.25,underdog_22plus,-6.75,L,63.0,78.0,48.0,63.0,71.0,55.0,0.0,23.0,-23.0,,,,,,,off_vs_def_gap,gap_10+,401520228,,-25.0,2023,3,Kentucky,kentucky,Akron,akron,akron,kentucky,False,True,True,,25.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-16T23:30:00.000Z,401520241,Ole Miss,Georgia Tech,home,Favorite,-17.0,favorite_15_to_21,8.0,W,71.0,80.0,62.0,67.0,69.0,66.0,4.0,14.0,-7.0,,,,,,,off_vs_def_gap,gap_10+,401520241,,-17.0,2023,3,Ole Miss,ole miss,Georgia Tech,georgia tech,ole miss,georgia tech,True,False,True,,-17.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico,New Mexico State,home,Favorite,-2.75,favorite_1_to_7,-12.75,L,64.0,78.0,49.0,64.0,77.0,51.0,0.0,27.0,-28.0,,,,,,,off_vs_def_gap,gap_10+,401520238,,-2.5,2023,3,New Mexico,new mexico,New Mexico State,new mexico state,new mexico,new mexico state,True,False,True,,-2.5,,False,,,Unknown,Unknown,Unknown vs Unknown
