season,week,date,game_id,team,opponent,side,role,spread,spread_bucket,ats_margin,ats_result,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_gap,off_vs_def_gap,def_vs_off_gap,team_overall_pct,opp_overall_pct,team_offense_pct,opp_offense_pct,team_defense_pct,opp_defense_pct,case,threshold
2023,1,2023-09-02T16:00:00.000Z,401523994,TCU,Colorado,home,Favorite,-20.6,favorite_15_to_21,-23.6,L,52.0,33.0,71.0,57.0,57.0,57.0,-5.0,-24.0,14.0,0.12751677852348994,0.2835570469798658,0.013422818791946308,0.25,0.7063758389261745,0.3691275167785235,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-02T16:00:00.000Z,401520179,Tennessee,Virginia,home,Favorite,-27.7,favorite_22plus,8.3,W,63.0,57.0,69.0,52.0,40.0,64.0,11.0,-7.0,29.0,0.4161073825503356,0.12751677852348994,0.25,0.04697986577181208,0.674496644295302,0.5100671140939598,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-02T19:30:00.000Z,401520156,Indiana,Ohio State,home,Underdog,29.1,underdog_22plus,9.100000000000001,W,69.0,65.0,72.0,67.0,57.0,77.0,2.0,-12.0,15.0,0.6879194630872483,0.6140939597315436,0.4798657718120805,0.25,0.7449664429530202,0.8674496644295302,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-02T20:00:00.000Z,401523991,North Texas,California,home,Underdog,6.5,underdog_1_to_7,-30.5,L,74.0,76.0,71.0,68.0,58.0,78.0,6.0,-2.0,13.0,0.8708053691275168,0.6426174496644296,0.7734899328859061,0.2785234899328859,0.7063758389261745,0.8993288590604027,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-02T22:30:00.000Z,401523996,USC,Nevada,home,Favorite,-37.875,favorite_22plus,14.125,W,76.0,75.0,78.0,53.0,53.0,54.0,23.0,21.0,25.0,0.8959731543624161,0.16778523489932887,0.7533557046979866,0.1761744966442953,0.8993288590604027,0.3070469798657718,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-02T23:30:00.000Z,401520169,Penn State,West Virginia,home,Favorite,-20.6,favorite_15_to_21,2.3999999999999986,W,65.0,55.0,75.0,64.0,60.0,68.0,1.0,-13.0,15.0,0.5469798657718121,0.48322147651006714,0.19966442953020133,0.31208053691275167,0.8154362416107382,0.6442953020134228,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-02T23:30:00.000Z,401520149,Middle Tennessee,Alabama,away,Underdog,39.375,underdog_22plus,-9.625,L,69.0,52.0,86.0,40.0,43.0,38.0,29.0,14.0,43.0,0.6879194630872483,0.03523489932885906,0.1593959731543624,0.07550335570469799,0.9848993288590604,0.03859060402684564,defense_high_vs_off_low,top33_bottom33
2023,1,2023-09-03T16:00:00.000Z,401520171,Rutgers,Northwestern,home,Favorite,-6.1,favorite_1_to_7,10.9,W,73.0,73.0,72.0,56.0,46.0,66.0,17.0,7.0,26.0,0.8389261744966443,0.24328859060402686,0.6963087248322147,0.11241610738255034,0.7449664429530202,0.5906040268456376,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-09T16:00:00.000Z,401523999,Utah,Baylor,away,Favorite,-7.0,favorite_1_to_7,0.0,P,76.0,83.0,69.0,55.0,60.0,51.0,21.0,32.0,9.0,0.8959731543624161,0.2063758389261745,0.9563758389261745,0.31208053691275167,0.674496644295302,0.2483221476510067,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-09T16:00:00.000Z,401525498,James Madison,Virginia,away,Favorite,-6.0,favorite_1_to_7,-5.0,L,70.0,60.0,81.0,52.0,40.0,64.0,18.0,-4.0,41.0,0.7281879194630873,0.12751677852348994,0.31208053691275167,0.04697986577181208,0.959731543624161,0.5100671140939598,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-09T21:00:00.000Z,401524004,Washington,Tulsa,home,Favorite,-33.666666666666664,favorite_22plus,-0.6666666666666643,L,73.0,74.0,73.0,40.0,41.0,38.0,33.0,36.0,32.0,0.8389261744966443,0.03523489932885906,0.7348993288590604,0.05536912751677853,0.7751677852348994,0.03859060402684564,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-09T23:00:00.000Z,401520206,Missouri,Middle Tennessee,home,Favorite,-21.0,favorite_15_to_21,-17.0,L,78.0,77.0,80.0,69.0,52.0,86.0,9.0,-9.0,28.0,0.9345637583892618,0.6879194630872483,0.7953020134228188,0.1593959731543624,0.9395973154362416,0.9848993288590604,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-09T23:30:00.000Z,401520204,Eastern Michigan,Minnesota,away,Underdog,19.666666666666668,underdog_15_to_21,0.6666666666666679,W,63.0,47.0,79.0,58.0,59.0,57.0,5.0,-10.0,20.0,0.4161073825503356,0.3070469798657718,0.1342281879194631,0.2936241610738255,0.9211409395973155,0.3691275167785235,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-10T00:00:00.000Z,401520211,Sam Houston,Air Force,home,Underdog,13.166666666666666,underdog_8_to_14,3.166666666666666,W,71.0,68.0,75.0,59.0,47.0,70.0,12.0,-2.0,28.0,0.7634228187919463,0.32046979865771813,0.5419463087248322,0.1342281879194631,0.8154362416107382,0.6895973154362416,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-10T02:30:00.000Z,401524003,USC,Stanford,home,Favorite,-28.666666666666668,favorite_22plus,17.333333333333332,W,76.0,75.0,78.0,35.0,34.0,36.0,41.0,39.0,44.0,0.8959731543624161,0.013422818791946308,0.7533557046979866,0.02348993288590604,0.8993288590604027,0.02348993288590604,defense_high_vs_off_low,top33_bottom33
2023,2,2023-09-10T02:30:00.000Z,401520186,Auburn,California,away,Favorite,-4.833333333333333,favorite_1_to_7,-0.833333333333333,L,71.0,72.0,71.0,68.0,58.0,78.0,3.0,-6.0,13.0,0.7634228187919463,0.6426174496644296,0.6459731543624161,0.2785234899328859,0.7063758389261745,0.8993288590604027,defense_high_vs_off_low,top33_bottom33
2023,3,2023-09-16T18:30:00.000Z,401525437,Notre Dame,Central Michigan,home,Favorite,-34.75,favorite_22plus,-10.75,L,68.0,65.0,72.0,66.0,51.0,80.0,2.0,-15.0,21.0,0.6426174496644296,0.5889261744966443,0.4798657718120805,0.14261744966442952,0.7449664429530202,0.9395973154362416,defense_high_vs_off_low,top33_bottom33
2023,3,2023-09-16T20:00:00.000Z,401520245,Texas A&M,UL Monroe,home,Favorite,-36.5,favorite_22plus,7.5,W,80.0,82.0,77.0,52.0,39.0,66.0,28.0,16.0,38.0,0.9496644295302014,0.12751677852348994,0.9328859060402684,0.03859060402684564,0.8674496644295302,0.5906040268456376,defense_high_vs_off_low,top33_bottom33
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,away,Underdog,14.25,underdog_8_to_14,21.25,W,69.0,61.0,76.0,46.0,42.0,49.0,23.0,12.0,34.0,0.6879194630872483,0.050335570469798654,0.33221476510067116,0.06375838926174497,0.8422818791946308,0.1912751677852349,defense_high_vs_off_low,top33_bottom33
2023,3,2023-09-16T23:00:00.000Z,401520224,Tennessee,Florida,away,Favorite,-5.666666666666667,favorite_1_to_7,-18.666666666666668,L,63.0,57.0,69.0,54.0,55.0,53.0,9.0,4.0,14.0,0.4161073825503356,0.18456375838926176,0.25,0.19966442953020133,0.674496644295302,0.28523489932885904,defense_high_vs_off_low,top33_bottom33
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,away,Favorite,-28.5,favorite_22plus,-21.5,L,85.0,91.0,80.0,53.0,53.0,54.0,32.0,37.0,27.0,0.9832214765100671,0.16778523489932887,0.9966442953020134,0.1761744966442953,0.9395973154362416,0.3070469798657718,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T16:00:00.000Z,401525849,TCU,SMU,home,Favorite,-6.833333333333333,favorite_1_to_7,10.166666666666668,W,52.0,33.0,71.0,52.0,56.0,48.0,0.0,-15.0,15.0,0.12751677852348994,0.12751677852348994,0.013422818791946308,0.2197986577181208,0.7063758389261745,0.14429530201342283,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T19:30:00.000Z,401524017,Utah,UCLA,home,Favorite,-3.8333333333333335,favorite_1_to_7,3.1666666666666665,W,76.0,83.0,69.0,64.0,54.0,75.0,12.0,8.0,15.0,0.8959731543624161,0.48322147651006714,0.9563758389261745,0.18456375838926176,0.674496644295302,0.8154362416107382,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T20:00:00.000Z,401520269,Tennessee,UTSA,home,Favorite,-23.333333333333332,favorite_22plus,7.666666666666668,W,63.0,57.0,69.0,52.0,56.0,48.0,11.0,9.0,13.0,0.4161073825503356,0.12751677852348994,0.25,0.2197986577181208,0.674496644295302,0.14429530201342283,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,away,Favorite,-2.5,favorite_1_to_7,-15.5,L,73.0,72.0,74.0,56.0,46.0,67.0,17.0,5.0,28.0,0.8389261744966443,0.24328859060402686,0.6459731543624161,0.11241610738255034,0.7885906040268457,0.6208053691275168,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T21:00:00.000Z,401531876,South Alabama,Central Michigan,home,Favorite,-16.166666666666668,favorite_15_to_21,-20.166666666666668,L,77.0,71.0,82.0,66.0,51.0,80.0,11.0,-9.0,31.0,0.9161073825503355,0.5889261744966443,0.6057046979865772,0.14261744966442952,0.9714765100671141,0.9395973154362416,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T23:30:00.000Z,401521330,Notre Dame,Ohio State,home,Underdog,3.1666666666666665,underdog_1_to_7,0.16666666666666652,W,68.0,65.0,72.0,67.0,57.0,77.0,1.0,-12.0,15.0,0.6426174496644296,0.6140939597315436,0.4798657718120805,0.25,0.7449664429530202,0.8674496644295302,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-23T23:30:00.000Z,401520252,Georgia,UAB,home,Favorite,-40.833333333333336,favorite_22plus,-12.833333333333336,L,61.0,52.0,70.0,39.0,36.0,42.0,22.0,10.0,34.0,0.35906040268456374,0.02181208053691275,0.1593959731543624,0.031879194630872486,0.6895973154362416,0.08557046979865772,defense_high_vs_off_low,top33_bottom33
2023,4,2023-09-24T02:30:00.000Z,401524018,Washington,California,home,Favorite,-20.5,favorite_15_to_21,6.5,W,73.0,74.0,73.0,68.0,58.0,78.0,5.0,-4.0,15.0,0.8389261744966443,0.6426174496644296,0.7348993288590604,0.2785234899328859,0.7751677852348994,0.8993288590604027,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-30T00:00:00.000Z,401640998,Jacksonville State,Coastal Carolina,home,Favorite,-3.5,favorite_1_to_7,-31.5,L,69.0,61.0,77.0,45.0,44.0,46.0,24.0,15.0,33.0,0.7692307692307693,0.15,0.48653846153846153,0.15384615384615385,0.9096153846153846,0.1576923076923077,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-30T00:00:00.000Z,401628448,Minnesota,North Carolina,home,Underdog,0.3333333333333333,unknown,-1.6666666666666667,L,71.0,68.0,74.0,37.0,37.0,36.0,34.0,32.0,37.0,0.8442307692307692,0.057692307692307696,0.675,0.057692307692307696,0.8769230769230769,0.08461538461538462,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-30T23:00:00.000Z,401628328,Oklahoma,Temple,home,Favorite,-43.0,favorite_22plus,5.0,W,62.0,44.0,79.0,54.0,46.0,62.0,8.0,-18.0,33.0,0.5269230769230769,0.2980769230769231,0.15384615384615385,0.19807692307692307,0.9634615384615385,0.5846153846153846,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-31T16:00:00.000Z,401628333,Virginia Tech,Vanderbilt,away,Favorite,-13.333333333333334,favorite_8_to_14,-20.333333333333336,L,86.0,95.0,77.0,60.0,54.0,65.0,26.0,30.0,23.0,0.9942307692307693,0.42115384615384616,0.9942307692307693,0.3153846153846154,0.9096153846153846,0.698076923076923,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-31T19:30:00.000Z,401628454,Nebraska,UTEP,home,Favorite,-27.5,favorite_22plus,5.5,W,77.0,76.0,78.0,45.0,42.0,48.0,32.0,28.0,36.0,0.9807692307692307,0.15,0.823076923076923,0.11730769230769231,0.9365384615384615,0.18653846153846154,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-31T19:30:00.000Z,401634304,Syracuse,Ohio,home,Favorite,-17.333333333333332,favorite_15_to_21,-1.3333333333333321,L,74.0,81.0,67.0,27.0,22.0,33.0,47.0,48.0,45.0,0.9365384615384615,0.011538461538461539,0.9230769230769231,0.019230769230769232,0.7826923076923077,0.05576923076923077,defense_high_vs_off_low,top33_bottom33
2024,1,2024-08-31T21:00:00.000Z,401643775,North Texas,South Alabama,away,Underdog,5.833333333333333,underdog_1_to_7,19.833333333333332,W,54.0,42.0,66.0,41.0,39.0,44.0,13.0,-2.0,27.0,0.2980769230769231,0.10384615384615385,0.11730769230769231,0.07884615384615384,0.7423076923076923,0.13653846153846153,defense_high_vs_off_low,top33_bottom33
2024,1,2024-09-01T23:30:00.000Z,401628334,LSU,USC,home,Favorite,-3.8333333333333335,favorite_1_to_7,-10.833333333333334,L,63.0,55.0,71.0,50.0,51.0,49.0,13.0,6.0,20.0,0.5711538461538461,0.2403846153846154,0.33653846153846156,0.25961538461538464,0.8461538461538461,0.20576923076923076,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T01:00:00.000Z,401635533,Northwestern,Duke,home,Favorite,-2.1666666666666665,favorite_1_to_7,-8.166666666666666,L,76.0,64.0,88.0,55.0,53.0,57.0,21.0,7.0,35.0,0.9634615384615385,0.3269230769230769,0.6173076923076923,0.28846153846153844,0.9961538461538462,0.4442307692307692,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T16:00:00.000Z,401643784,Memphis,Troy,home,Favorite,-18.666666666666668,favorite_15_to_21,2.333333333333332,W,69.0,74.0,65.0,36.0,42.0,29.0,33.0,45.0,23.0,0.7692307692307693,0.03653846153846154,0.7884615384615384,0.11730769230769231,0.698076923076923,0.026923076923076925,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T16:00:00.000Z,401628470,Penn State,Bowling Green,home,Favorite,-34.833333333333336,favorite_22plus,-27.833333333333336,L,70.0,74.0,66.0,48.0,52.0,45.0,22.0,29.0,14.0,0.8096153846153846,0.20576923076923076,0.7884615384615384,0.275,0.7423076923076923,0.14423076923076922,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T16:00:00.000Z,401628471,Rutgers,Akron,home,Favorite,-24.5,favorite_22plus,7.5,W,74.0,69.0,79.0,53.0,43.0,63.0,21.0,6.0,36.0,0.9365384615384615,0.2826923076923077,0.7057692307692308,0.13653846153846153,0.9634615384615385,0.6269230769230769,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T16:00:00.000Z,401628347,Texas,Michigan,away,Favorite,-6.666666666666667,favorite_1_to_7,12.333333333333332,W,70.0,74.0,66.0,36.0,24.0,47.0,34.0,27.0,42.0,0.8096153846153846,0.03653846153846154,0.7884615384615384,0.028846153846153848,0.7423076923076923,0.175,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T19:30:00.000Z,401645324,Navy,Temple,home,Favorite,-12.166666666666666,favorite_8_to_14,14.833333333333334,W,68.0,63.0,73.0,54.0,46.0,62.0,14.0,1.0,27.0,0.7307692307692307,0.2980769230769231,0.5769230769230769,0.19807692307692307,0.8615384615384616,0.5846153846153846,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-07T19:30:00.000Z,401635535,Jacksonville State,Louisville,away,Underdog,28.5,underdog_22plus,-6.5,L,69.0,61.0,77.0,66.0,53.0,79.0,3.0,-18.0,24.0,0.7692307692307693,0.6730769230769231,0.48653846153846153,0.28846153846153844,0.9096153846153846,0.9634615384615385,defense_high_vs_off_low,top33_bottom33
2024,2,2024-09-08T02:00:00.000Z,401628469,Oregon,Boise State,home,Favorite,-18.833333333333332,favorite_15_to_21,-15.833333333333332,L,69.0,68.0,70.0,59.0,46.0,71.0,10.0,-3.0,24.0,0.7692307692307693,0.3923076923076923,0.675,0.19807692307692307,0.825,0.8461538461538461,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-14T16:00:00.000Z,401636868,North Texas,Texas Tech,away,Underdog,10.333333333333334,underdog_8_to_14,-34.666666666666664,L,54.0,42.0,66.0,52.0,54.0,50.0,2.0,-8.0,12.0,0.2980769230769231,0.27307692307692305,0.11730769230769231,0.3153846153846154,0.7423076923076923,0.225,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-14T19:30:00.000Z,401628358,Oklahoma,Tulane,home,Favorite,-13.333333333333334,favorite_8_to_14,1.666666666666666,W,62.0,44.0,79.0,50.0,47.0,53.0,12.0,-9.0,32.0,0.5269230769230769,0.2403846153846154,0.15384615384615385,0.21346153846153845,0.9634615384615385,0.32884615384615384,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-14T19:30:00.000Z,401628483,Oregon,Oregon State,away,Favorite,-17.666666666666668,favorite_15_to_21,17.333333333333332,W,69.0,68.0,70.0,40.0,54.0,26.0,29.0,42.0,16.0,0.7692307692307693,0.08461538461538462,0.675,0.3153846153846154,0.825,0.011538461538461539,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-14T23:00:00.000Z,401628361,Texas,UTSA,home,Favorite,-35.5,favorite_22plus,13.5,W,70.0,74.0,66.0,45.0,51.0,39.0,25.0,35.0,15.0,0.8096153846153846,0.15,0.7884615384615384,0.25961538461538464,0.7423076923076923,0.1076923076923077,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-14T23:00:00.000Z,401640999,Jacksonville State,Eastern Michigan,away,Favorite,-1.0,favorite_1_to_7,-4.0,L,69.0,61.0,77.0,46.0,45.0,47.0,23.0,14.0,32.0,0.7692307692307693,0.18269230769230768,0.48653846153846153,0.17692307692307693,0.9096153846153846,0.175,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-14T23:30:00.000Z,401636866,TCU,UCF,home,Favorite,-2.1666666666666665,favorite_1_to_7,-3.1666666666666665,L,71.0,63.0,78.0,49.0,38.0,60.0,22.0,3.0,40.0,0.8442307692307692,0.2230769230769231,0.5769230769230769,0.0673076923076923,0.9365384615384615,0.5326923076923077,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-15T00:00:00.000Z,401628478,Virginia,Maryland,home,Favorite,-1.1666666666666667,favorite_1_to_7,-15.166666666666666,L,76.0,85.0,68.0,45.0,40.0,51.0,31.0,34.0,28.0,0.9634615384615385,0.15,0.9538461538461539,0.09423076923076923,0.8057692307692308,0.2403846153846154,defense_high_vs_off_low,top33_bottom33
2024,3,2024-09-15T02:30:00.000Z,401635541,California,San Diego State,home,Favorite,-18.666666666666668,favorite_15_to_21,2.333333333333332,W,73.0,79.0,66.0,46.0,49.0,43.0,27.0,36.0,17.0,0.9076923076923077,0.18269230769230768,0.875,0.22692307692307692,0.7423076923076923,0.12884615384615383,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T16:00:00.000Z,401643791,Louisiana,Tulane,home,Underdog,1.5,underdog_1_to_7,-6.5,L,73.0,73.0,73.0,50.0,47.0,53.0,23.0,20.0,26.0,0.9076923076923077,0.2403846153846154,0.7653846153846153,0.21346153846153845,0.8615384615384616,0.32884615384615384,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T18:00:00.000Z,401635558,Virginia,Coastal Carolina,away,Favorite,-3.5,favorite_1_to_7,15.5,W,76.0,85.0,68.0,45.0,44.0,46.0,31.0,39.0,24.0,0.9634615384615385,0.15,0.9538461538461539,0.15384615384615385,0.8057692307692308,0.1576923076923077,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T19:00:00.000Z,401641000,Jacksonville State,Southern Miss,home,Favorite,-6.166666666666667,favorite_1_to_7,30.833333333333332,W,69.0,61.0,77.0,56.0,49.0,63.0,13.0,-2.0,28.0,0.7692307692307693,0.35384615384615387,0.48653846153846153,0.22692307692307692,0.9096153846153846,0.6269230769230769,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T19:30:00.000Z,401628365,LSU,UCLA,home,Favorite,-21.5,favorite_15_to_21,-4.5,L,63.0,55.0,71.0,51.0,51.0,51.0,12.0,4.0,20.0,0.5711538461538461,0.25769230769230766,0.33653846153846156,0.25961538461538464,0.8461538461538461,0.2403846153846154,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T23:00:00.000Z,401628491,Northwestern,Washington,away,Underdog,11.833333333333334,underdog_8_to_14,-7.166666666666666,L,76.0,64.0,88.0,36.0,19.0,52.0,40.0,12.0,69.0,0.9634615384615385,0.03653846153846154,0.6173076923076923,0.007692307692307693,0.9961538461538462,0.28076923076923077,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T23:00:00.000Z,401643716,Wyoming,North Texas,away,Underdog,7.0,underdog_1_to_7,-20.0,L,62.0,57.0,67.0,54.0,42.0,66.0,8.0,-9.0,25.0,0.5269230769230769,0.2980769230769231,0.38846153846153847,0.11730769230769231,0.7826923076923077,0.7423076923076923,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T23:30:00.000Z,401628369,Oklahoma,Tennessee,home,Underdog,6.0,underdog_1_to_7,-4.0,L,62.0,44.0,79.0,52.0,46.0,58.0,10.0,-14.0,33.0,0.5269230769230769,0.27307692307692305,0.15384615384615385,0.19807692307692307,0.9634615384615385,0.49230769230769234,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-21T23:30:00.000Z,401628372,Texas A&M,Bowling Green,home,Favorite,-21.166666666666668,favorite_15_to_21,-15.166666666666668,L,72.0,77.0,67.0,48.0,52.0,45.0,24.0,32.0,15.0,0.8769230769230769,0.20576923076923076,0.8423076923076923,0.275,0.7826923076923077,0.14423076923076922,defense_high_vs_off_low,top33_bottom33
2024,4,2024-09-22T00:00:00.000Z,401628371,Texas,UL Monroe,home,Favorite,-43.0,favorite_22plus,5.0,W,70.0,74.0,66.0,40.0,39.0,41.0,30.0,33.0,27.0,0.8096153846153846,0.08461538461538462,0.7884615384615384,0.07884615384615384,0.7423076923076923,0.11730769230769231,defense_high_vs_off_low,top33_bottom33
2025,1,2025-08-29T00:00:00.000Z,401752793,Minnesota,Buffalo,home,Favorite,-17.166666666666668,favorite_15_to_21,-4.166666666666668,L,62.0,50.0,73.0,57.0,41.0,73.0,5.0,-23.0,32.0,0.7041984732824428,0.5038167938931297,0.37213740458015265,0.2099236641221374,0.9236641221374046,0.9236641221374046,defense_high_vs_off_low,top33_bottom33
2025,1,2025-08-29T01:00:00.000Z,401762791,Wisconsin,Miami (OH),home,Favorite,-18.0,favorite_15_to_21,-1.0,L,64.0,67.0,62.0,32.0,15.0,49.0,32.0,18.0,47.0,0.7805343511450382,0.06679389312977099,0.7805343511450382,0.007633587786259542,0.6870229007633588,0.3301526717557252,defense_high_vs_off_low,top33_bottom33
2025,1,2025-08-30T00:00:00.000Z,401754375,Georgia Tech,Colorado,away,Favorite,-3.6666666666666665,favorite_1_to_7,3.3333333333333335,W,64.0,64.0,65.0,50.0,44.0,55.0,14.0,9.0,21.0,0.7805343511450382,0.3282442748091603,0.700381679389313,0.26908396946564883,0.7919847328244275,0.4847328244274809,defense_high_vs_off_low,top33_bottom33
2025,1,2025-08-30T16:00:00.000Z,401752803,Northwestern,Tulane,away,Underdog,6.0,underdog_1_to_7,-14.0,L,58.0,54.0,62.0,56.0,48.0,63.0,2.0,-9.0,14.0,0.5515267175572519,0.4637404580152672,0.43320610687022904,0.32633587786259544,0.6870229007633588,0.7347328244274809,defense_high_vs_off_low,top33_bottom33
